title,text,subject,date
Evaliz Morales recibió la vacuna contra la Covid-19,"El código QR que aparece en el carnet de vacunación deriva directamente al portal del SUS del Ministerio de Salud. Allí se muestran los datos de Evaliz, los cuales coinciden con la información pública conocida nombre completo, fecha de nacimiento y número de carnet de identidad.,,Según la información proporcionada por el portal del Ministerio, Evaliz accedió a vacunarse con la primera dosis de la vacuna Sputnik-V el lunes 24 de mayo de 2021, el mismo día en el que el presidente Luis Arce recibió la primera vacuna en el Hospital del Sur de la ciudad de El Alto. En esa fecha, la vacunación estaba programada para mayores de 50 años, rango etario en el que no entra Morales.,Los datos de Evaliz en el carnet de vacunación coinciden con los divulgados en redes sociales. Por ejemplo, su fecha de nacimiento aparece en su Título profesional, que ella compartió a través de su cuenta de Twitter. Asimismo, su número de carnet de identidad aparece en el carnet de abogada que sonriente ostenta en una fotografía compartida por el expresidente Evo Morales.,,Maritza Huarachi, directora del Sedes La Paz, señaló a  que indagará lo ocurrido y emitirá un informe pormenorizado de lo que pasó.,“Desconozco la situación ya que el SEDES conforme al programa de vacunación en ningún momento autorizó la vacunación al grupo etario menor de 30 años. Solicitaré un informe pormenorizado a las diferentes cajas de salud”, aseveró Huaracahi.,*ACTUALIZADO (14/06/2021) La primera versión de esta nota no incluía la declaración de la directora del Sedes La Paz.",Bolivian News,13/06/2021
: La EMI vende dióxido de cloro para tratar la Covid-19,"A través de WhatsApp aseguran que en la Escuela Militar de Ingeniería (EMI) se vende dióxido de cloro para tratar la Covid-19.  comprobó que este dato es , dicha institución educativa fabrica y comercializa el compuesto químico.,La responsable de la Unidad de Comunicación de la EMI, Sasha Flores, dijo a  que su institución elabora y vende el dióxido de cloro y varios productos para limpiar y desinfectar distintos espacios. Flores también aseguró que una persona enferma con Covid-19 puede consumir el compuesto químico bajo una decisión personal e informada.,“El dióxido de cloro es fabricado y entregado al personal de la EMI, también se facilita bajo pedido (…). Imposible que un médico le dé una receta (recomendando el compuesto químico) a no ser que sea derivado de la doctora Callisperis, pero pueden venir a la entidad y solicitar dióxido de cloro en la cantidad que se necesite. Nosotros no producimos en altas cantidades”, expresó Flores.,El 22 de julio de 2020, la entonces ministra de Salud, Eidy Roca, aseguró que el dióxido de cloro es una sustancia muy toxica y que su consumo provocó muertes en el país. La exautoridad también dejó en claro que no existen evidencias científicas que demuestren que existen pacientes curados con ese producto.,La página web del Ministerio de Salud indicó que el dióxido de cloro es utilizado como blanqueador y desinfectante y que si se consume puede causar fallas respiratorias, trastornos sanguíneos, presión arterial baja, falla hepática, anemia, vómitos y diarrea. Pese a que el Ministerio de Salud advirtió que no estaba autorizado para el consumo porque no contaba con respaldo médico y la Agemed publicó un comunicado indicando que no cuenta evidencia científica, se aprobó una ley que autoriza su uso y expendio con fines médicos.,Por su parte, Flores indicó que, en la actualidad, la EMI se encuentra en procesos de estudio para obtener el respaldo científico que indique el consumo de dióxido de cloro es bueno.,Con ese propósito, el 9 de junio de 2021 la Corporación del Seguro Social Militar (Cossmil), la EMI Mariscal Antonio José de Sucre, y la Sociedad Científica para la Investigación Biomédica de España firmaron un convenio para obtener el “estudio clínico del uso del dióxido de cloro en tratamiento consentido de Covid-19?.,,No obstante, recalcamos, que no existe a la fecha ninguna evidencia científica que respalde que el dióxido de cloro sea efectivo contra el coronavirus, al contrario, las instancias sanitarias insisten en advertir los peligros de la sustancia de limpieza.,La Organización Mundial de la Salud advierte que el dióxido de cloro puede ser tóxico si se ingiere y que el contacto directo puede irritar y dañar la piel y los ojos. La lejía y los desinfectantes» deben utilizarse únicamente para la desinfección de superficies y siempre con las debidas precauciones», señala el organismo en su página web.,Lee también La Uagrm hizo una «feria del dióxido de cloro» pese a que no existe evidencia científica que respalde su consumo,¿Ya descargaste la nueva app de ? No te pierdas ninguna de nuestras publicaciones y ten información de calidad.,Descarga en IOS ?—> https//apps.apple.com/bo/app/bolivia-verifica/id1542454083?l=en,Descarga en Google Play —> https//play.google.com/store/apps/details?id=com.bolivia.verifica",Bolivian News,14/06/2021
", novia (29 años) del gobernador cruceño se vacunó contra la Covid-19","Mediante Twitter, se publicó que Fátima Jordán, pareja del actual gobernador de Santa Cruz, Luis Fernando Camacho, accedió a la vacuna contra la Covid-19. En esa red social se cuestionó que la joven tuvo acceso a la inmunización pese a no estar en el rango de edad dispuesto para el beneficio. La propia Jordán aceptó que fue vacunada pero aclaró a través de su cuenta de Facebook que accedió a la vacuna por su trabajo, como personal sanitario., constató que Jordán figura en el Servicio Departamental de Salud como odontóloga con matrícula profesional emitida por el Ministerio de Salud. A continuación, te mostramos el documento,,,,Asimismo, se pudo corroborar en la página del registro de personas inmunizadas del Ministerio de Salud, Jordán figura como persona vacunada. Recibió la primera dosis de la vacuna Sinopharm el 10 de marzo y la segunda el 31 del mismo mes.,El Ministerio de Salud, en sus primeros instructivos de la vacunación, indicó que se debe inmunizar a todo el sector salud, público y privado, porque son personas de primera línea. En ese aspecto, figuran especialistas, enfermeras, odontólogos, bioquímicos, auxiliares, administrativos y de servicio, residentes, médicos tradicionales, y estudiantes de internado, de medicina y enfermería, según una nota de prensa de dicha cartera de Estado., indagó en el portal web de la clínica de Rehabilitación Odontológica y sí, también figura su nombre y fotografía de Jordán, como profesional que trabaja en ese establecimiento. Debajo de su nombre está su especialidad, endodoncia. A lado de su nombre, está una breve descripción de su historia académica titulo de Cirujano Odontológico en la Universidad Católica Boliviana “San Pablo” (UCB) y diplomado en Endodoncia en la UCB. Además, de un recuento de su ejercicio profesional prevención, operatoria y endodoncia.,Además, en su página oficial de Facebook, publicaron una fotografía de ella en julio de 2019, indicando que Jordán trabaja en esta institución desde 2017.,Por otro lado, en la página de Facebook del colegio de Odontólogos de Santa Cruz figura el nombre de Fátima Jordán, en una publicación, junto al nombre de otros profesionales en odontología que cumplen años el 21 de abril. Esta publicación la realiza cotidianamente esta institución para felicitar a sus afiliados por sus cumpleaños.,Jordán, a través de su página de Facebook, habló sobre estas críticas en tono de ironía. Compartió una publicación al respecto y escribió “Alguien le puede contar porqué me vacuné al joven??”. En los comentarios se lee a varias personas que responden que se inmunizó porque es odontóloga, parte del personal de primera línea.,Camacho también se pronunció al respecto, en sus redes sociales, para aclarar que su pareja es personal de salud y por esa razón fue vacunada. “No busquen comparaciones porque siempre saldrán perdiendo”, es parte de lo que escribió el gobernador cruceño. Adjuntó la fotografía de Jordán que publicó la clínica de Rehabilitación Odontológica en 2019.,,A la fecha, el Ministerio de Salud informó que las personas que pueden ser inmunizadas son los mayores de 40 años, personal de salud, periodistas y personas con enfermedad de base.",Bolivian News,15/06/2021
: Susana Rivero publicó su carta de renuncia en Twitter,"A través de una búsqueda en las páginas de base de datos de internet, se encontró el tuit de la exdiputada por el Movimiento Al Socialismo, Susana Rivero, en la que compartió su carta de renuncia irrevocable. “No seré cómplice en un golpe de estado. Mis principios y mi corazón lo impiden”, escribió el 10 de noviembre de 2019. Si bien esta publicación fue borrada, existe el registro en el Wayback Machine.,,Los datos que lanzó el WayBack Machine son un registro del 11 de noviembre, tal como se puede ver en la imagen y muestra que ese tuit sí estaba en la cuenta de Susana Rivero.  . Asimismo, la periodista y presentadora Marcela Rengel retuiteó la publicación de Rivero, anunciando su renuncia. Actualmente se lee que el tuit no está disponible.,,,, se comunicó con Susana Rivero para consultarle sobre la publicación del tuit y su repuesta fue que la dimisión válida es la que se presentó el 14 de noviembre de 2019 (ver vídeo), día que se presentó a la Asamblea Legislativa. “La única renuncia que existe (vídeo). Si fueron capaces de matar como no de sacar fotos a una computadora, escanear y prender firmas”, dijo. Para Rivero fue una “ofensiva” que le consultemos sobre su post.,,En las últimas horas, Rivero ha estado haciendo un recuento en su perfil de Twitter sobre los conflictos que se suscitaron en noviembre de 2019. En ella, explica que no renunció antes y luego indica que una renuncia es válida cuando la Asamblea Legislativa lo aprueba.,,",Bolivian News,19/06/2021
El Viceministerio de Comunicación usó cuentas oficiales para informar sobre cumpleaños de nieta de Arce,"El o de la publicación dice lo siguiente “#FelizCumpleaños | El presidente Lucho Arce celebró ayer el cumpleaños de su nieta Anelí”.  Adjuntaron además la imagen del mandatario con la menor y un tuit de Arce en referencia al festejo.,Muchos usuarios señalaron la publicación como contenido privado, carente de interés nacional., contactó a la viceministra de Comunicación, Gabriela Alcón, para consultar bajo qué criterio se dio cobertura al tema desde una instancia viceministerial. Alcón no respondió a la consulta y pidió que se consulte al director de Políticas Comunicacionales del Viceministerio, Enrique Pomar.  lo contactó, pero hasta la publicación de esta nota no hubo una respuesta.,En la página oficial del Viceministerio, en el marco normativo, se indica las atribuciones de esta subcartera de Estado. De acuerdo a las disposiciones del Decreto Supremo No. 4257, artículo 24,  el Viceministerio tiene, entre sus atribuciones, informar sobre temas de interés coyuntural.",Bolivian News,22/06/2021
Carlos Mesa dijo que el presidente Luis Arce está en “modo autismo”,"Valverde consultó a Mesa lo siguiente “El país está mal, ¿cómo lo ves?,Mesa contestó (minuto 145) “Está muy mal porque tenemos un presidente (Luis Arce) en modo, lo que llamaríamos, autismo. Tiene dificultades de comunicación con el país, pero no lleva adelante una gestión, porque no se trata de que hable todo el día, para eso teníamos a (Evo) Morales, de lo que se trata es de establecer una responsabilidad clara en salud y economía, y entender que el tema de salud, Covid y la economía están entrelazados. Y que, en la medida de que vayamos más lentos o muy lentos en el proceso de vacunación para volver a la normalidad, la economía no vuelve a la normalidad”.,Vea la entrevista a continuación.,,Ante esas declaraciones, la Red Boliviana de Padres de Personas con Espectro Autismo sacó un pronunciamiento de rechazo. André Agramont Landa, presidente de la Red, manifestó su disgusto y pidió respeto por quienes viven con trastorno autista.,,“Queremos proponer que nos ayuden a acabar con los prejuicios, los mitos o los usos peyorativos que a nosotros nos duelen, además, de ser un obstáculo terrible para los afectados y su inclusión. Estamos a su disposición si desean informarse o escribir sobre el autismo”, señala el pronunciamiento.,A esta petición se suma la Defensoría del Pueblo que rechazó el uso de cualquier condición de discapacidad con el fin de denigrar a otras personas.,,Carlos Mesa contestó a este pronunciamiento, mediante su cuenta oficial de Twitter este 25 de junio, expresando sus disculpas,,",Bolivian News,25/06/2021
No hay rastro virtual de la empresa InnovativeHealth Latam que ofreció vacunas al Comité Cívico,"La empresa intermediaria es InnovativeHealth Latam, según consta en una misiva dirigida a Rómulo Calvo, presidente del  Comité Cívico pro Santa Cruz.,,,,“Hemos revisado en los registros comerciales de Estados Unidos y esa empresa no existe, al menos con esa extensión Latam, ni tampoco que tenga la capacidad de negociar cupos de vacunas a nombre de un país”, señaló Blanco al medio cruceño.,No hay rastro virtual de la empresa,A raíz de la declaración de Blanco, y mediante una búsqueda avanzada en Google, indagamos sobre la empresa “InnovativeHealth Latam”. No existe ninguna empresa con ese nombre o al menos no aparece ningún portal oficial. Si bien hay una coincidencia con otra compañía (Innovative Health), esta no tiene la extensión “Latam” y además los logos no coinciden,,No hay tampoco ninguna empresa con nombre “InnovativeHealth Latam” ni en Facebook, ni en Twitter.,Buscamos también el nombre de quien figura como presidente de la supuesta intermediaria. Según el documento del Comité, la persona lleva el nombre de Sergio Enderica González. La búsqueda fue a través del buscador Webmii que rastrea las huellas digitales y muestra los perfiles que coinciden con el nombre buscado. La única coincidencia de nombre y dos apellidos fue un doctor ecuatoriano que no tiene vinculación con ninguna empresa de nombre InnovativeHealth Latam.,Buscamos en LinkedIn, la red social de perfiles profesionales y tampoco encontramos a nadie con ese nombre que figure como presidente de una compañía en el área de salud.,,Consultamos al Comité Cívico sobre la empresa en cuestión pero hasta el cierre de esta nota no obtuvimos respuesta.",Bolivian News,25/06/2021
: cerca del 90% de los países de la OEA permiten la reelección,"En una entrevista con El Deber Radio realizada el pasado sábado 26 de junio de 2021, el ministro de Justicia, Iván Lima Magne, dijo que el “90% de los países de la región” permite la reelección. Al hacer el análisis del discurso del ministro, pudimos constatar que esta versión es verdadera, pues cerca del 90% de los países miembros de la Organización de Estados Americanos (OEA) sí permite en sus legislaciones la reelección, aunque no todos la aprueban de forma indefinida.,En esta nota te mostramos la figura de la reelección en los países miembros de la Organización de Estados Americanos.,La frase,Lima indicaba que si la Corte Interamericana de Derechos Humanos toca el tema de la reelección en sí, cambiaría el panorama en toda la región, porque la mayoría de los países sí la permiten. “Creo que no está en debate la institución de la reelección”, explicó.,En esta entrevista trataban sobre el fallo de la Corte IDH sobre la Opinión Consultiva solicitada por Colombia en 2019, respecto a la reelección indefinida.,Países que no permiten la reelección,Un estudio del laboratorio de análisis en temas electorales y de transparencia “Strategia Electoral” publicado el 2019 en Animal Político de México indicó que en Colombia, Guatemala, Honduras, México y Paraguay la reelección se encuentra “constitucionalmente prohibida”. Pese a esta prohibición en su normativa interna, Honduras fue la excepción, pues un fallo en 2015 de la Corte Suprema de Justicia permitió la reelección del actual presidente, Juan Orlando Hernández.,Uno de los argumentos para este fallo, es que se “violan” los derechos políticos del presidente, tomando como base el Pacto de San José.,La reelección en otros países de Latinoamérica,El estudio de Strategia Electoral indica que en Chile, Costa Rica, El Salvador, Panamá, Perú y Uruguay la reelección presidencial es posible en periodos no consecutivos. Por ejemplo, en el caso de Chile desde 2006 a la fecha, solo dos personas han asumido la presidencia de la República; el actual presidente Sebastián Piñera Echenique (2010-2014 y 2018-2022) y Michelle Bachelet Jeria (2006-2010 y 2014-2018). Ninguno pudo postular a una reelección inmediata, cumpliendo así el mandato de su Constitución vigente.,Perú permitía hasta 2019 la reelección continua, pero el Congreso por unanimidad aprobó la modificación del artículo 112 de la Constitución, eliminando esta posibilidad.,En Argentina, Bolivia, Brasil, Ecuador y República Dominicana, la reelección se puede dar en periodos consecutivos. En este caso, la reelección continua se limita a un periodo.,Bolivia, hizo la excepción con la sentencia 0084/2017 emitida por el Tribunal Constitucional Plurinacional (TCP), que abrió en 2017 la posibilidad a la reelección por segunda vez continua del entonces presidente Evo Morales Ayma para el 2019. Esta sentencia, también se argumenta en una interpretación del artículo 23 del Pacto de San José.,Solo Nicaragua y Venezuela permiten la reelección indefinida, es decir, únicamente el 5,71% de los países miembros. El total de países que permiten la reelección entre los Estados miembros de la OEA es 30 de 35, llegando a un porcentaje de 85, 71%.,Explicación del ministro Lima,“El 90% sería 31,5 países”, responde el ministro Iván Lima a . “Hice esta explicación porque en la región solamente hay cuatro países que prohíben completamente la reelección presidencial”, nos explicó.,Lima no tomó en cuenta en este grupo a Honduras, porque en este país, pese a la restricción constitucional, su Corte Suprema permitió la reelección. Es decir, sumando a Honduras, se llega al 90% del total de países miembros.,Recuerda que Bolivia, Costa Rica, Honduras y Nicaragua han presentado modificaciones a su normativa interna, apoyándose en el artículo 23 del Pacto de San José.,“Eso es justamente lo que va a definir la Corte Interamericana de la opinión consultiva de Colombia”, indicó.,Lima recalcó que solo en cuatro países existe una prohibición “absoluta” de la reelección.,“Sobre esta problemática tendrá que pronunciarse la Corte, porque si hay una prohibición general, eso también va en contra del artículo 23 del Pacto”, explica.,El ministro sí cree que la resolución de la Corte Interamericana de Derechos Humanos sobre la opinión consultiva de la reelección, “marcará línea jurisprudencial” en la región.,Cono,La Corte IDH debe pronunciarse sobre la Opinión Consultiva presentada por el Estado colombiano, cuyo objetivo es definir si la reelección indefinida es un derecho político amparado por la Convención Americana sobre Derechos Humanos, conocida como el Pacto de San José.,Si quieres saber más de la función de la Corte Interamericana de Derechos Humanos, la Opinión Consultiva sobre la reelección y el peso de sus determinaciones, puedes ingresar aquí.,,¿Ya descargaste la nueva app de ? No te pierdas ninguna de nuestras publicaciones y ten información de calidad.,Descarga en IOS ?—> https//apps.apple.com/bo/app/bolivia-verifica/id1542454083?l=en,Descarga en Google Play —> https//play.google.com/store/apps/details?id=com.bolivia.verifica",Bolivian News,28/06/2021
La vacuna AstraZeneca no se vende a través de intermediarios ni de empresas privadas,"El pasado jueves 24 de junio de 2021, el viceministro de Comercio Exterior e Integración, Benjamín Blanco, declaró que el Instituto Serum, encargado de la distribución de las vacunas AstraZeneca, no vende dosis mediante intermediarios ni privados. Desde  confirmamos que la información es verdadera, luego de contactar vía telefónica al Departamento de Información Médica de AstraZeneca.,Las declaraciones de Blanco fueron a un medio cruceño luego de que  Rómulo Calvo, presidente del Comité Cívico pro Santa Cruz, hizo pública una carta de una supuesta empresa intermediaria de nombre “InnovativeHealth Latam”. La misiva prometía la adquisición de al menos 300 mil dosis de AstraZeneca. Anteriormente, mediante una nota, explicamos que no hay rastro virtual de la empresa que ofreció vacunas al Comité Cívico, ni tampoco de Sergio Enderica González, persona que firma la carta.,Por otro lado, tomamos contacto con el Departamento de Información Médica de AstraZeneca, quienes explicaron que, en este momento, la vacuna contra la Covid-19 de AstraZeneca no está disponible para la compra del sector privado ni de intermediarios.,“El enfoque actual de AstraZeneca está en cumplir con nuestros importantes compromisos globales con los gobiernos y las organizaciones internacionales de salud, lo más rápido posible para ayudar a ponerle fin a la pandemia. Actualmente, durante la pandemia, no hay suministro, venta o distribución de la vacuna por parte del sector privado, incluso si se tiene permisos, solicitud o autorización del gobierno”, afirmaron.,Puedes escuchar la declaración a continuación,,",Bolivian News,02/07/2021
Camacho eliminó tuit donde afirmaba que existía orden de aprehensión en contra de Morales,"El tuit de Camacho tenía el siguiente o “Confirmado ¡orden de aprehensión para Morales! la policía y los militares están buscándolo en el Chapare, ¡lugar donde se escondió!  Los militares le quitaron el avión presidencial y está escondido en el Chapare, van por él ¡justicia!”.,Estas palabras contienen varios errores ortográficos, pero son fidedignas y también fueron difundidas en la página de Facebook Luis Fernando Camacho.,,Camacho realizó las publicaciones en Facebook y Twitter el 10 de noviembre del 2019 cuando aún era presidente del Comité Cívico pro Santa Cruz. El medio nacional El Chaco Informa difundió la publicación en su sitio web con el siguiente título “A través de su cuenta de Twitter, el cívico cruceño, Luis Fernando Camacho, informó que existe una orden de aprehensión contra Evo Morales”.,Los medios internacionales como Infobae, Europa Press y Tele SUR también hicieron eco del tuit de Camacho entre el 10 y el 11 de noviembre del 2019., comprobó que en la actualidad el tuit en cuestión no figura en la cuenta de Camacho, pero la publicación en su página de Facebook aún esta disponible.,Asimismo, se constató que si se busca de manera normal no se puede ver ninguna publicación en la cuenta en Twitter de Camacho anterior al 4 de abril del 2020. Pero, los tuit mencionados aparecen si se utilizan comandos de búsqueda avanzados, excepto el tuit en el que se menciona la orden de aprehensión contra Morales.,¿Hubo orden de aprehensión en contra de Morales?,El 10 de noviembre del 2019, después del anuncio de Camacho, el entonces comandante nacional de la Policía Boliviana, Vladimir Yuri Calderón, aclaró que no existía ninguna orden de aprehensión en contra del expresidente Morales. A la vez calificó como falsa la información que circuló en redes sociales y que fue replicada por distintos medios.",Bolivian News,10/07/2021
Desde Skeletor hasta dinosaurios: disfrazados para ir a vacunarse contra la Covid-19 causan furor en redes,"Mediante la búsqueda inversa en buscadores de Google y Yandex, indagamos al respecto. Te lo contamos,En Michoacán (México) Skeletor recibió la segunda dosis de la vacuna Pfizer,,El 22 de julio, la página oficial de la Delegación Bienestar de Michoacán, de una manera peculiar, anunció que empezó la vacunación de la segunda dosis de la vacuna Pfizer para personas de 40 a 49 años en Morelia, Michoacán. El post estaba ilustrado con las fotografías de una persona vestida de Skeletor. La publicación es la siguiente,,,Varios medios mexicanos compartieron las singulares fotografías. La persona vestida del popular enemigo de la caricatura He-Man, según informaron medios mexicanos, no se quitó en ningún momento el disfraz, solamente se destapó el brazo para recibir la dosis.,T-Rex es vacunado en el estado de Sarawak (Malasia),En Malasia, el 11 de julio, un instructor fitness, llamado Kenny Sia de 39 años fue a vacunarse contra la Covid-19 vestido de tiranosaurio Rex. Este hecho fue grabado y difundió por redes sociales rápidamente. Varios medios reportaron el particular suceso. El señor en esa ocasión sí se sacó el disfraz para recibir la dosis. Sia declaró, según una nota de CNN, que eligió usar el disfraz para hacer reír a la gente y para protegerse.,,“Dinosaurio” acompañó a su madre a vacunarse,Un tercer hecho similar se registró en Madero, Tamaulipas, estado de México. En esta ocasión un joven usó una botarga de dinosaurio para acompañar a su madre que recibiría la vacuna contra la Covid-19. El joven llamado Mardonio Rivera declaró, según una nota de Excelsior, que se puso el disfraz “pensando que de alguna manera ayudaría a que las horas pasaran más rápido para mí mamá, como a los demás viejecitos”.,,Los internautas de Twitter y Facebook usaron estas imágenes para, en tono jocoso, pedir a la gente que vaya a vacunarse. “Hasta Skeletor ya se fue a vacunar, tú qué esperas”, fue uno de los post que de la página de Facebook “Bolivia Plurinacional”.,,,¿Ya descargaste la nueva app de ? No te pierdas ninguna de nuestras publicaciones y ten información de calidad.,Descarga en IOS ?—> https//apps.apple.com/bo/app/bolivia-verifica/id1542454083?l=en,Descarga en Google Play —> https//play.google.com/store/apps/details?id=com.bolivia.verifica",Bolivian News,24/07/2021
Comité Cívico Pro-Ciudad de El Alto anunció paro departamental para el 2 de agosto,"El instructivo lleva la fecha del 28 de julio del 2021 y contiene el siguiente o, se contactó con el presidente del Comité alteño, Julio Cori, para consultar sobre el instructivo y aseguró que el documento es real y que se emitió porque el Gobierno no autorizó el ingreso del dólar digital.,¿Qué es el dólar digital y por qué el comité alteño pide su ingreso al país?,Cori estuvo presente en La Tribuna Libre del Pueblo el 29 de julio y dijo que enviaron un pliego petitorio al presidente, Luis Arce, pidiendo que autorice la llegada de ayuda económica de Hawái. El Gobierno habría respondido indicando que ellos coordinarán las ayudas de manera directa con las instituciones. Cori consideró esto como una burla y aseguró que el 2 de agosto todas las organizaciones entrarían en un paro con carácter nacional.,El vicepresidente del Comité Cívico pro Ciudad de El Alto, Freddy Ballón, también estuvo en la Tribuna y explicó que 270 millones de dólares llegarían al país como parte de una ayuda humanitaria como fideicomiso y mediante el dólar digital, pero que el Gobierno no acepta la donación. Según Ballón, el Gobierno le dijo que darían una respuesta concreta en ocho meses, pero en este tiempo el dinero ya no estaría disponible porque sería donado a África.,Ballón también aseguró que, si se permite la entrada de la ayuda económica en forma de dólar digital, a cada boliviano, sin importar la edad, se le entregarán 300 dólares mensuales. Estas declaraciones se pueden apreciar entre los minutos 0430 y 1000 en este video.,El promotor del dólar digital en Bolivia es Ramiro Zapata Barrientos, el 4 de febrero apareció en un video y explicó que su proyecto no es ninguna empresa de carácter piramidal, que no pide ayudas económicas a cambio de recibir ganancias y que no pretende estafar a la población.,,El 5 de mayo, el responsable de promover la moneda digital en Oruro, Carlos Quinteros, dijo que Zapata llegaría a ese departamento a explicar que si el dólar digital es aprobado en el país habrá una subvención de 300 dólares para los ciudadanos por un lapso de tres años. Asimismo, aseguró que este dinero viene como donación del Banco de Suecia y por parte de la familia O’ Brayan.,Según indicó Quinteros, si se aprueba el uso de esta moneda cada ciudadano tendrá el dinero disponible en su celular y podrá realizar compras, también se podrían cambiar los valores por dinero físico en entidades financieras. De toda la donación 65% iría destinada a la población y el 35% se emplearía en proyectos sustentables. El propósito sería que la moneda digital circule, así lo informó el medio La Patria.,¿Qué dicen las autoridades en economía?,El 4 de marzo la Autoridad de Supervisión del Sistema Financiero (ASFI) emitió una alerta con el siguiente título “Advertencia sobre supuesta institución financiera internacional o actividad denominada moneda digital o dólar digital“. Se indicó que las actividades de Ramiro Zapata y el dólar o moneda digital no se encuentran reguladas, supervisadas, ni cuentan con licencia de funcionamiento emitida por la ASFI. Hasta la actualidad esta posición no cambió.,,,¿Ya descargaste la nueva app de ? No te pierdas ninguna de nuestras publicaciones y ten información de calidad.,Descarga en IOS ?—> https//apps.apple.com/bo/app/bolivia-verifica/id1542454083?l=en,Descarga en Google Play —> https//play.google.com/store/apps/details?id=com.bolivia.verifica",Bolivian News,31/07/2021
"Sí, el carnet de vacunación COVID será requisito para el reinicio de clases en la UMSS","Mediante un video que es compartido en Facebook se anuncia el retorno a las clases semipresenciales en la Universidad Mayor de San Simón (UMSS) de Cochabamba, donde además se indica que los estudiantes deberán presentar como requisito el certificado de vacunación contra la COVID-19. Esta información es verdadera.,El rector de la UMSS, Julio César Medina Gamboa, afirmó que el carnet de vacunación contra la COVID – 19 será un requisito para el reinicio de clases semipresenciales. Hasta la fecha, la modalidad en todo el sistema universitario de esa casa de estudios superior es la enseñanza virtual.,“Algunas facultades a fines de agosto entran a clases semipresenciales, también el área de tecnología, de manera que se está haciendo el trabajo mejorando el sistema de ventilación y las medidas de bioseguridad para que los estudiantes vuelvan. Además, obligamos para que de alguna forma los estudiantes empiecen a vacunarse, como una cierta obligación, para que asistan a las clases semipresenciales y presenciales”, dijo Medina en una entrevista difundida el 9 de agosto por Radio San Simón.,El rector asegura que las facultades que solicitaron el reinicio de clases semiprensenciales son Tecnología, Odontología, Medicina y Enfermería respectivamente., se contactó con el secretario ejecutivo de la Federación Universitaria Local (FUL) de la UMSS, Álvaro Fernández, quien confirmó la veracidad de la exigencia del certificado de vacunación COVID a los estudiantes que regresen a clases. Sin embargo, la metodología y logística de control aún está “en evaluación”.,“Aquellas facultades, junto a sus carreras, que pretendan retornar a las clases semipresenciales tendrían que alistar las medidas de bioseguridad correspondientes. Uno de los requisitos es el carnet de vacunación”, dijo el dirigente universitario.,El dirigente estudiantil dice que tres de las cuatro facultades que solicitaron el reinicio de clases son del área de salud, y por ello considera que la mayoría de los docentes y estudiantes deberían estar inmunizados.,“No sabemos el número de estudiantes vacunados,  vamos a solicitar al Seguro Universitario, porque esa cifra nos daría un estimado para saber cuántos ya tienen el carnet”, explicó.,Dijo que si existiesen estudiantes que no están vacunados, verán “qué hacer”,  porque hay universitarios que son de las provincias, quienes tienen más dificultades para acceder a la vacuna.,La circular del Rectorado de la UMSS, firmada el 19 de julio por su máxima autoridad fue dirigida a todas las decanaturas y directores, donde se indica que para el retorno “paulatino” a clases semipresenciales y presenciales, deben cumplir con las medidas de bioseguridad para prevenir la propagación de casos positivos de coronavirus.,La fecha prevista para el retorno a clases, según esta circular es el 21 de agosto.,Fernández aclara, que si bien la circular Rect. 694/21 no menciona la exigencia del carnet de vacunación, esa medida fue asumida “internamente” entre las decanaturas y direcciones académicas, misma que está avalada por la FUL.,Según datos facilitados por la FUL, en la UMSS están inscritos aproximadamente 80 mil estudiantes.,El Ministerio de Salud por ahora no aconseja retornar a clases presenciales, tomando en cuenta que “el pico más alto de la pandemia se presentará entre la última semana de agosto y la primera semana de septiembre, lo que pone en alto riesgo la posibilidad de que los estudiantes retornen a sus labores escolares presenciales”, señala un comunicado biministerial.,¿Ya descargaste la nueva app de ? No te pierdas ninguna de nuestras publicaciones y ten información de calidad.,Descarga en IOS ?—> https//apps.apple.com/bo/app/bolivia-verifica/id1542454083?l=en,Descarga en Google Play —> https//play.google.com/store/apps/details?id=com.bolivia.verifica",Bolivian News,10/08/2021
